GeneId	logFC	logCPM	LR	PValue	FDR	RefSeq	Gene_Symbol
C3orf23_NM_001029840	-0.040801791	1.420190548	0.005601101	0.940341617	0.999752564	NM_001029840	C3orf23
IDH3B_NM_174855	-0.022660958	5.057938789	0.005592559	0.940387039	0.999752564	NM_174855	IDH3B
SPTLC1_NM_178324	-0.02733844	3.241017017	0.005591864	0.940390738	0.999752564	NM_178324	SPTLC1
HSPA1A_NM_005345_1	0.02154362	5.660957568	0.005585981	0.940422043	0.999752564	NM_005345_1	HSPA1A
SMARCA1_NM_139035	-0.022664548	5.858468227	0.005578924	0.940459615	0.999752564	NM_139035	SMARCA1
TTC21A_NM_145755	-0.056390735	-0.181109628	0.0055728	0.940492244	0.999752564	NM_145755	TTC21A
NEK4_NM_001193533	-0.032471586	2.559449916	0.00556677	0.940524389	0.999752564	NM_001193533	NEK4
PCID2_NM_018386	0.022628442	4.974490486	0.005562887	0.940545097	0.999752564	NM_018386	PCID2
GPBP1_NM_022913	0.025697361	4.152800172	0.005555507	0.940584474	0.999752564	NM_022913	GPBP1
FAM102A_NM_203305	0.02534124	4.147834466	0.005555085	0.940586729	0.999752564	NM_203305	FAM102A
KDELC1_NM_024089	-0.028925285	3.087738246	0.005553031	0.940597693	0.999752564	NM_024089	KDELC1
FTSJ3_NM_017647	-0.022960583	4.953145301	0.005545304	0.940638957	0.999752564	NM_017647	FTSJ3
KLHDC3_NM_057161	0.022062718	5.607762802	0.005543291	0.940649714	0.999752564	NM_057161	KLHDC3
LOC100506451_NR_038227	0.049395529	0.630690561	0.005537925	0.940678395	0.999752564	NR_038227	LOC100506451
RAB24_NM_001031677	0.027093705	3.490911596	0.005534362	0.940697446	0.999752564	NM_001031677	RAB24
MAF_NM_005360	-0.07098646	0.819052152	0.00552932	0.940724415	0.999752564	NM_005360	MAF
RAB24_NM_130781	0.027208396	3.512870139	0.005527982	0.940731576	0.999752564	NM_130781	RAB24
METTL23_NM_001206984	0.028888386	3.111769279	0.005527746	0.940732836	0.999752564	NM_001206984	METTL23
NEFH_NM_021076	-0.057594746	-0.076901963	0.005527099	0.9407363	0.999752564	NM_021076	NEFH
ZNF785_NM_152458	-0.041649419	1.295995599	0.005523779	0.940754068	0.999752564	NM_152458	ZNF785
LOC644714_NR_033947	0.038229698	1.795936241	0.005510701	0.940824117	0.999752564	NR_033947	LOC644714
SERINC2_NM_018565	-0.03087852	3.896003428	0.005506808	0.940844984	0.999752564	NM_018565	SERINC2
C21orf56_NM_032261	0.032156115	2.821763332	0.005505259	0.94085329	0.999752564	NM_032261	C21orf56
LINC00116_NR_027063	-0.031225405	2.689185733	0.00550101	0.940876075	0.999752564	NR_027063	LINC00116
TAMM41_NM_138807	-0.038786298	1.68513167	0.005499345	0.940885006	0.999752564	NM_138807	TAMM41
SPG21_NM_001127890	-0.022048177	5.869057654	0.005487955	0.940946148	0.999752564	NM_001127890	SPG21
PIP4K2C_NM_001146260	-0.031456197	3.034248845	0.005482078	0.940977716	0.999752564	NM_001146260	PIP4K2C
DHRSX_NM_145177	-0.025823138	3.926917566	0.005470192	0.941041621	0.999752564	NM_145177	DHRSX
DHRSX_NM_145177_1	-0.025823138	3.927038976	0.005469814	0.941043651	0.999752564	NM_145177_1	DHRSX
LOC100506779_NR_038411	0.029524117	2.971373782	0.005462332	0.941083917	0.999752564	NR_038411	LOC100506779
PEX6_NM_000287	0.030702524	3.80878091	0.005461907	0.941086202	0.999752564	NM_000287	PEX6
LOC100506779_NR_038412	0.029524112	2.971233278	0.005461694	0.941087353	0.999752564	NR_038412	LOC100506779
FANK1_NM_145235	0.05710973	-0.052407261	0.005461581	0.941087959	0.999752564	NM_145235	FANK1
PGAP2_NR_045925	0.037425269	1.823179501	0.005457984	0.941107326	0.999752564	NR_045925	PGAP2
RERE_NM_001042682	0.023615353	4.337994686	0.005456559	0.941114999	0.999752564	NM_001042682	RERE
CREB3L4_NM_130898	0.041022492	1.348682773	0.005449736	0.94115176	0.999752564	NM_130898	CREB3L4
ABHD13_NM_032859	-0.031974109	2.577175548	0.005442668	0.941189865	0.999752564	NM_032859	ABHD13
VEGFB_NM_003377	0.023287793	6.000911351	0.005437793	0.941216164	0.999752564	NM_003377	VEGFB
NENF_NR_026598	0.023658403	4.924224053	0.005430186	0.941257218	0.999752564	NR_026598	NENF
IVD_NM_001159508	-0.023595359	4.819315327	0.005415385	0.941337187	0.999752564	NM_001159508	IVD
TUBE1_NM_016262	0.030382196	2.859249729	0.005408552	0.941374142	0.999752564	NM_016262	TUBE1
OTUD6B_NM_016023	0.03984802	1.621673531	0.00540296	0.941404402	0.999752564	NM_016023	OTUD6B
PGAP2_NR_045926	0.037331123	1.826537994	0.005401265	0.941413575	0.999752564	NR_045926	PGAP2
PLXNA2_NM_025179	-0.048830387	1.751175987	0.00540101	0.941414955	0.999752564	NM_025179	PLXNA2
NAPEPLD_NM_001122838	0.037415626	1.924079928	0.0053938	0.941454005	0.999752564	NM_001122838	NAPEPLD
UBE2L6_NM_198183	-0.025534201	4.700689265	0.005387358	0.94148891	0.999752564	NM_198183	UBE2L6
OXA1L_NM_005015	-0.021295068	5.810339677	0.005385495	0.941499011	0.999752564	NM_005015	OXA1L
SERINC2_NM_178865	-0.030489292	3.8972089	0.005367878	0.941594601	0.999752564	NM_178865	SERINC2
MXD4_NM_006454	0.022087154	6.19499132	0.005359743	0.941638798	0.999752564	NM_006454	MXD4
EIF2C3_NM_177422	-0.033894731	2.10465744	0.005359136	0.941642097	0.999752564	NM_177422	EIF2C3
ZNF268_NM_001165886	-0.0374507	1.920569228	0.005354983	0.94166467	0.999752564	NM_001165886	ZNF268
CEP44_NM_001040157	0.038265088	1.764478631	0.00535363	0.94167203	0.999752564	NM_001040157	CEP44
ADAM19_NM_033274	0.033851519	3.261892402	0.005351644	0.941682829	0.999752564	NM_033274	ADAM19
VWA5A_NM_198315	0.042526935	1.474062469	0.005351528	0.94168346	0.999752564	NM_198315	VWA5A
SNORD10_NR_002604	0.025182031	3.974131548	0.005339627	0.941748227	0.999752564	NR_002604	SNORD10
PHKB_NM_000293	0.020423197	5.775674507	0.005333383	0.941782232	0.999752564	NM_000293	PHKB
EBAG9_NM_198120	0.033443559	2.247217758	0.005327546	0.941814041	0.999752564	NM_198120	EBAG9
SLC25A33_NM_032315	0.04099326	1.410583134	0.005305144	0.941936287	0.999752564	NM_032315	SLC25A33
CERS2_NM_022075	-0.021571689	6.441360083	0.005303671	0.941944337	0.999752564	NM_022075	CERS2
ZNF610_NM_001161427	-0.050146149	0.193514616	0.005297841	0.941976196	0.999752564	NM_001161427	ZNF610
ANAPC16_NM_001242546	0.02374678	4.940216494	0.005293499	0.941999937	0.999752564	NM_001242546	ANAPC16
CACNB3_NM_001206916	-0.026705299	3.426722002	0.005293001	0.942002663	0.999752564	NM_001206916	CACNB3
DPP8_NM_130434	0.025336036	3.832287388	0.005286665	0.942037325	0.999752564	NM_130434	DPP8
CERS2_NM_181746	-0.021504195	6.441874337	0.005269884	0.942129228	0.999752564	NM_181746	CERS2
YAF2_NR_034000	0.03170586	2.636148406	0.005269524	0.942131204	0.999752564	NR_034000	YAF2
NCOA6_NM_014071	0.024888687	3.880933929	0.00526689	0.942145641	0.999752564	NM_014071	NCOA6
AGAP1_NM_001244888	0.036121395	1.937051666	0.005257413	0.942197624	0.999752564	NM_001244888	AGAP1
C1GALT1C1_NM_152692	0.027276174	3.530890385	0.005252559	0.942224264	0.999752564	NM_152692	C1GALT1C1
HDAC8_NM_001166420	-0.042390694	1.111430218	0.005251398	0.942230643	0.999752564	NM_001166420	HDAC8
PER2_NM_022817	-0.043882463	1.000376848	0.005248463	0.942246758	0.999752564	NM_022817	PER2
MTFMT_NM_139242	0.031033522	2.57047966	0.005248207	0.942248166	0.999752564	NM_139242	MTFMT
MIR4750_NR_039905	0.049049505	0.279374577	0.005225663	0.942372119	0.999752564	NR_039905	MIR4750
RBM23_NM_001077351	0.022112801	4.774727742	0.005221639	0.942394274	0.999752564	NM_001077351	RBM23
GNPDA1_NM_005471	0.024478079	5.040964228	0.005219972	0.942403451	0.999752564	NM_005471	GNPDA1
LOC90784_NR_026984	0.039357446	1.544254729	0.00521582	0.942426325	0.999752564	NR_026984	LOC90784
ATPAF1_NM_001042546	0.022913866	4.260338952	0.005215267	0.942429369	0.999752564	NM_001042546	ATPAF1
DENND1A_NM_020946	-0.024055817	4.258092667	0.005208119	0.942468767	0.999752564	NM_020946	DENND1A
WDR45L_NM_019613	0.020610779	5.54390531	0.005204626	0.94248803	0.999752564	NM_019613	WDR45L
TIPRL_NM_152902	-0.022458413	5.063154876	0.00520069	0.942509747	0.999752564	NM_152902	TIPRL
FAM59B_NM_001168241	-0.037295337	1.7520933	0.005200214	0.942512371	0.999752564	NM_001168241	FAM59B
ANXA6_NM_001155	0.026249437	8.921113257	0.005190947	0.942563529	0.999752564	NM_001155	ANXA6
TUBGCP4_NM_014444	-0.029735189	2.709984631	0.005186074	0.94259045	0.999752564	NM_014444	TUBGCP4
NGLY1_NM_018297	0.025683913	3.505836032	0.005170153	0.942678483	0.999752564	NM_018297	NGLY1
SAP30L_NM_001131063	-0.025093007	4.066861025	0.005163781	0.942713759	0.999752564	NM_001131063	SAP30L
ZNF669_NM_024804	-0.044895362	0.766124714	0.00514776	0.942802543	0.999752564	NM_024804	ZNF669
NUP98_NM_005387	0.022771821	4.60022384	0.005147718	0.942802775	0.999752564	NM_005387	NUP98
ZNF346_NM_012279	0.031706956	2.41502382	0.005141636	0.942836517	0.999752564	NM_012279	ZNF346
DNM2_NM_001005361	0.02048897	5.697394723	0.005137253	0.942860847	0.999752564	NM_001005361	DNM2
TAF1D_NM_024116	0.029671872	3.178931518	0.005122237	0.942944272	0.999752564	NM_024116	TAF1D
LOC100379224_NR_033341	0.038455329	1.598937145	0.005117834	0.942968759	0.999752564	NR_033341	LOC100379224
TOMM70A_NM_014820	0.02122439	5.335247987	0.005109802	0.943013452	0.999752564	NM_014820	TOMM70A
TUBGCP2_NM_006659	-0.020886882	5.722172574	0.005106897	0.943029621	0.999752564	NM_006659	TUBGCP2
FKBP14_NM_017946	0.025815142	3.520324466	0.005104546	0.943042717	0.999752564	NM_017946	FKBP14
ASXL1_NM_001164603	-0.04618275	0.626637581	0.005092991	0.94310711	0.999752564	NM_001164603	ASXL1
NCOA5_NM_020967	-0.024509064	3.888383843	0.005078737	0.943186647	0.999752564	NM_020967	NCOA5
E4F1_NM_004424	0.026978797	3.089176243	0.005070059	0.943235123	0.999752564	NM_004424	E4F1
GUSBP1_NR_027027	0.048664569	0.256991366	0.00506745	0.943249706	0.999752564	NR_027027	GUSBP1
TNFSF13_NM_172088	0.04237027	0.942474726	0.005041447	0.943395251	0.999752564	NM_172088	TNFSF13
RCL1_NM_005772	0.036210718	1.767056002	0.005033883	0.943437661	0.999752564	NM_005772	RCL1
PPP2R4_NM_001193397	0.021259186	6.091949394	0.005032788	0.9434438	0.999752564	NM_001193397	PPP2R4
TMEM41A_NM_080652	-0.031263052	2.447811068	0.005030982	0.943453932	0.999752564	NM_080652	TMEM41A
ZBTB24_NM_014797	-0.030237871	2.630966408	0.005020254	0.943514154	0.999752564	NM_014797	ZBTB24
FTO_NM_001080432	0.025714371	4.760907482	0.005011613	0.943562702	0.999752564	NM_001080432	FTO
TNFSF13_NM_172087	0.042877612	0.86727916	0.005006812	0.943589698	0.999752564	NM_172087	TNFSF13
APH1A_NR_045033	0.020202918	6.060537279	0.005006248	0.94359287	0.999752564	NR_045033	APH1A
FLNC_NM_001127487	-0.033416954	7.544164251	0.005000402	0.94362576	0.999752564	NM_001127487	FLNC
NUP98_NM_139131	0.022442542	4.596354947	0.004994581	0.943658525	0.999752564	NM_139131	NUP98
FLNC_NM_001458	-0.033418399	7.562608073	0.004992851	0.94366827	0.999752564	NM_001458	FLNC
ST3GAL3_NM_174968	0.025717174	3.518812184	0.004992831	0.943668384	0.999752564	NM_174968	ST3GAL3
CDH24_NM_144985	-0.045801815	1.128552044	0.00499193	0.943673457	0.999752564	NM_144985	CDH24
LOC100506779_NR_038410	0.028204407	2.973699832	0.004991797	0.943674207	0.999752564	NR_038410	LOC100506779
DIP2A_NM_001146116	0.026582588	3.436935835	0.004991405	0.943676414	0.999752564	NM_001146116	DIP2A
CES4A_NM_173815	-0.05247102	-0.189523412	0.00499139	0.943676501	0.999752564	NM_173815	CES4A
DIP2A_NM_015151	0.026469028	3.439318798	0.00498806	0.943695256	0.999752564	NM_015151	DIP2A
SARS_NM_006513	0.023869627	7.770460183	0.004980156	0.943739813	0.999752564	NM_006513	SARS
SMG8_NM_018149	-0.027715918	2.959440601	0.004979549	0.943743232	0.999752564	NM_018149	SMG8
PRELID2_NM_138492	0.053211071	-0.194310166	0.004971207	0.943790299	0.999752564	NM_138492	PRELID2
SERTAD3_NM_013368	0.029554479	3.083605629	0.004969837	0.943798029	0.999752564	NM_013368	SERTAD3
NENF_NM_013349	0.022213525	5.137310483	0.004961509	0.943845064	0.999752564	NM_013349	NENF
TRMT112_NM_016404	0.020467802	5.551245196	0.004956516	0.943873278	0.999752564	NM_016404	TRMT112
STEAP2_NM_001244946	0.046373263	0.860697161	0.004955109	0.943881233	0.999752564	NM_001244946	STEAP2
TMEM198B_NR_036477	0.032018872	2.656137265	0.004938222	0.943976785	0.999752564	NR_036477	TMEM198B
ACP2_NM_001131064	-0.033701716	2.012090541	0.004932877	0.944007062	0.999752564	NM_001131064	ACP2
KLHDC3_NM_001242872	0.021199426	5.475864044	0.004927754	0.944036093	0.999752564	NM_001242872	KLHDC3
NDUFS1_NM_001199984	-0.01977749	5.554918635	0.004923525	0.944060077	0.999752564	NM_001199984	NDUFS1
DNAJB5_NM_001135004	-0.027830686	3.238431827	0.004919693	0.944081816	0.999752564	NM_001135004	DNAJB5
PSG11_NM_203287	-0.031794258	4.499810706	0.00491927	0.944084213	0.999752564	NM_203287	PSG11
ANXA6_NM_001193544	0.025471709	8.897578454	0.00490878	0.944143766	0.999752564	NM_001193544	ANXA6
AIFM2_NM_001198696	-0.025236777	3.802517274	0.004902259	0.944180819	0.999752564	NM_001198696	AIFM2
AIFM2_NM_032797	-0.025236777	3.802517274	0.004902145	0.944181469	0.999752564	NM_032797	AIFM2
METTL23_NM_001206985	0.027097431	3.144913347	0.004895328	0.944220229	0.999752564	NM_001206985	METTL23
METTL23_NM_001206987	0.026718805	3.173475014	0.004894455	0.944225195	0.999752564	NM_001206987	METTL23
PSMB8_NM_004159	0.024256266	4.547336477	0.004886061	0.944272965	0.999752564	NM_004159	PSMB8
SPRED1_NM_152594	0.022232016	4.574190385	0.004885179	0.944277985	0.999752564	NM_152594	SPRED1
PSG11_NM_001113410	-0.031678648	4.498894713	0.00488217	0.944295117	0.999752564	NM_001113410	PSG11
AKT1S1_NM_001098633	-0.021290639	5.274408946	0.004878291	0.944317218	0.999752564	NM_001098633	AKT1S1
MTUS1_NM_001001931	-0.06815933	0.952003554	0.004865631	0.944389402	0.999752564	NM_001001931	MTUS1
MTUS1_NM_001166393	-0.06815932	0.952003552	0.00486538	0.944390835	0.999752564	NM_001166393	MTUS1
STAU2_NM_001164382	0.030465017	2.554622414	0.004863571	0.944401153	0.999752564	NM_001164382	STAU2
GPR137_NM_001170726	-0.024488931	3.782709183	0.004855922	0.944444821	0.999752564	NM_001170726	GPR137
ZNF614_NM_025040	0.036152879	1.668945302	0.004855691	0.944446142	0.999752564	NM_025040	ZNF614
LOC100507246_NR_038111	-0.02218346	4.854804576	0.004852285	0.944465597	0.999752564	NR_038111	LOC100507246
SLC37A4_NM_001164278	0.031642523	2.388869261	0.004848765	0.944485711	0.999752564	NM_001164278	SLC37A4
NIPAL2_NM_024759	0.02774573	3.350812313	0.004846921	0.944496253	0.999752564	NM_024759	NIPAL2
NFKBIL1_NM_001144961_1	-0.027385805	3.003039633	0.004833926	0.944570587	0.999752564	NM_001144961_1	NFKBIL1
RABGAP1L_NM_001243763	-0.044174968	0.74969177	0.004825812	0.944617053	0.999752564	NM_001243763	RABGAP1L
RABGAP1L_NM_001035230	-0.044174787	0.749691726	0.004822791	0.944634363	0.999752564	NM_001035230	RABGAP1L
ST3GAL3_NM_174963	0.025373567	3.52156333	0.004815075	0.944678598	0.999752564	NM_174963	ST3GAL3
LOC100507246_NR_038110	-0.022077811	4.854839012	0.004808114	0.944718539	0.999752564	NR_038110	LOC100507246
BTBD3_NM_181443	-0.027745834	3.272998863	0.004791426	0.944814405	0.999752564	NM_181443	BTBD3
NOL9_NM_024654	-0.026464142	3.116222135	0.004789528	0.944825316	0.999752564	NM_024654	NOL9
EPB41L1_NM_177996	-0.024371466	4.489776772	0.004760586	0.944992009	0.999752564	NM_177996	EPB41L1
DPP4_NM_001935	-0.03417296	6.405879082	0.004752351	0.945039529	0.999752564	NM_001935	DPP4
PPP2R4_NM_178000	0.020740584	6.112197002	0.004751635	0.945043664	0.999752564	NM_178000	PPP2R4
CDH24_NM_022478	-0.044384715	1.17886121	0.004750536	0.94505001	0.999752564	NM_022478	CDH24
ATG10_NM_031482	-0.035075745	1.832115125	0.004746987	0.945070508	0.999752564	NM_031482	ATG10
C11orf46_NM_152316	-0.029216942	3.039378862	0.004742339	0.945097362	0.999752564	NM_152316	C11orf46
FAM135A_NM_001162529	-0.037886974	1.438103312	0.004735982	0.945134112	0.999752564	NM_001162529	FAM135A
GEMIN7_NM_001007270	-0.031159685	2.387627766	0.004732443	0.945154587	0.999752564	NM_001007270	GEMIN7
YPEL5_NM_001127399	-0.020079187	5.629337822	0.004727993	0.94518034	0.999752564	NM_001127399	YPEL5
NSD1_NM_172349	-0.021474467	4.644877931	0.004722622	0.945211433	0.999752564	NM_172349	NSD1
CABP7_NM_182527	0.039016612	1.273006248	0.004718633	0.945234541	0.999752564	NM_182527	CABP7
MST4_NM_016542	0.043936742	0.946658018	0.004709392	0.945288113	0.999752564	NM_016542	MST4
ST3GAL3_NM_174967	0.027869041	2.802233889	0.004708846	0.945291277	0.999752564	NM_174967	ST3GAL3
PAQR8_NM_133367	0.041837516	1.068462442	0.00470494	0.945313935	0.999752564	NM_133367	PAQR8
DNM2_NM_004945	0.019601728	5.70280066	0.004701533	0.945333708	0.999752564	NM_004945	DNM2
SERINC2_NM_001199037	-0.028609587	3.870892449	0.004693384	0.945381031	0.999752564	NM_001199037	SERINC2
POLDIP2_NM_015584	0.02038447	6.183672049	0.004693025	0.945383116	0.999752564	NM_015584	POLDIP2
MED29_NM_017592	0.021573718	4.347335199	0.004691515	0.945391891	0.999752564	NM_017592	MED29
CCPG1_NM_001204450	-0.025235111	5.259735435	0.004678961	0.945464887	0.999752564	NM_001204450	CCPG1
BOLA3-AS1_NR_045634	0.045029541	0.462991663	0.00466721	0.945533305	0.999752564	NR_045634	BOLA3-AS1
C9orf69_NM_152833	0.021569439	4.482095582	0.004662193	0.945562545	0.999752564	NM_152833	C9orf69
FAM176A_NM_001135032	0.027133182	4.054122316	0.004654587	0.945606898	0.999752564	NM_001135032	FAM176A
SLC41A3_NM_001164475	0.021830628	4.399326478	0.004651144	0.945626987	0.999752564	NM_001164475	SLC41A3
ERLEC1_NM_001127398	0.019761062	5.656854467	0.004640617	0.945688458	0.999752564	NM_001127398	ERLEC1
TNRC6C_NM_018996	-0.037191581	1.429184055	0.004639063	0.945697538	0.999752564	NM_018996	TNRC6C
PIK3R4_NM_014602	-0.025526153	3.319464918	0.004637037	0.945709379	0.999752564	NM_014602	PIK3R4
NOC3L_NM_022451	0.025705058	3.233791283	0.004627392	0.945765783	0.999752564	NM_022451	NOC3L
NME4_NM_005009	0.020380092	6.230571531	0.004625307	0.945777982	0.999752564	NM_005009	NME4
NOL8_NR_046106	-0.025260197	3.745287731	0.004622028	0.94579718	0.999752564	NR_046106	NOL8
NDUFS1_NM_005006	-0.019158743	5.557023392	0.004620521	0.945806003	0.999752564	NM_005006	NDUFS1
SERINC2_NM_001199038	-0.028353735	3.871123647	0.004614449	0.945841569	0.999752564	NM_001199038	SERINC2
NPTN_NM_012428	0.020210821	6.102857994	0.004613152	0.945849165	0.999752564	NM_012428	NPTN
MDM1_NM_001205028	0.043945247	0.623016025	0.004612907	0.945850602	0.999752564	NM_001205028	MDM1
PPP2R4_NM_021131	0.020430071	6.111810254	0.004609345	0.945871484	0.999752564	NM_021131	PPP2R4
ZNF568_NM_001204838	0.044678638	0.563160626	0.004601329	0.945918495	0.999752564	NM_001204838	ZNF568
YPEL5_NM_001127400	-0.01981142	5.638864748	0.004599404	0.945929794	0.999752564	NM_001127400	YPEL5
GOLGA8F_NR_033351_1	-0.037380361	1.414568727	0.004595667	0.94595173	0.999752564	NR_033351_1	GOLGA8F
FBXW11_NM_033645	0.020672806	4.930065004	0.00458813	0.945996001	0.999752564	NM_033645	FBXW11
LOC100130855_NR_034080	0.043060045	0.6960078	0.004586736	0.946004193	0.999752564	NR_034080	LOC100130855
NGLY1_NM_001145295	0.024321371	3.379894807	0.004575304	0.94607142	0.999752564	NM_001145295	NGLY1
TUBGCP2_NM_001256618	-0.019668875	5.654528439	0.004550125	0.946219791	0.999752564	NM_001256618	TUBGCP2
DDX12P_NR_033399	0.054709598	-0.207549277	0.004549717	0.9462222	0.999752564	NR_033399	DDX12P
RTKN_NM_033046	-0.031913469	2.24028331	0.004549008	0.946226381	0.999752564	NM_033046	RTKN
TTC13_NM_001122835	0.030324771	2.497038576	0.004547874	0.946233077	0.999752564	NM_001122835	TTC13
FBXW11_NM_033644	0.020527363	4.954885561	0.004538893	0.946286112	0.999752564	NM_033644	FBXW11
ST6GALNAC4_NM_175040	0.023867806	3.665166754	0.004535616	0.946305473	0.999752564	NM_175040	ST6GALNAC4
YAF2_NM_001190979	0.029375072	2.64521839	0.004530751	0.946334237	0.999752564	NM_001190979	YAF2
ST3GAL3_NM_174965	0.027301461	2.806751739	0.004528078	0.946350044	0.999752564	NM_174965	ST3GAL3
FES_NM_001143784	0.035413036	1.742447807	0.004521017	0.946391827	0.999752564	NM_001143784	FES
EXOC1_NM_018261	0.02150381	4.37481939	0.004512963	0.946439531	0.999752564	NM_018261	EXOC1
NPRL2_NM_006545	0.025650216	3.166302623	0.004506752	0.946476342	0.999752564	NM_006545	NPRL2
MIR148B_NR_029894	0.034919161	1.659594541	0.004506279	0.946479147	0.999752564	NR_029894	MIR148B
ACTR6_NM_022496	-0.02753305	2.873971883	0.004498152	0.946527362	0.999752564	NM_022496	ACTR6
TYSND1_NM_173555	0.034052207	1.815081305	0.004493205	0.946556729	0.999752564	NM_173555	TYSND1
C7orf11_NM_138701	-0.027257123	2.976626263	0.004491179	0.946568759	0.999752564	NM_138701	C7orf11
RPL15_NM_001253384	-0.021601531	7.25578023	0.004489294	0.946579958	0.999752564	NM_001253384	RPL15
SNORA37_NR_002970	-0.03980694	1.090318784	0.004487859	0.946588485	0.999752564	NR_002970	SNORA37
SPARC_NM_003118	-0.029575532	11.35586477	0.004486549	0.946596269	0.999752564	NM_003118	SPARC
IQSEC2_NM_001243197	0.039324224	1.258874205	0.004486458	0.94659681	0.999752564	NM_001243197	IQSEC2
USP15_NM_001252078	0.022722807	4.131543551	0.004479593	0.946637622	0.999752564	NM_001252078	USP15
NTM_NM_001144058	0.035772575	2.186253235	0.004470832	0.946689748	0.999752564	NM_001144058	NTM
TMEM198B_NR_036478	0.030012978	2.808890694	0.004465073	0.946724043	0.999752564	NR_036478	TMEM198B
HOTAIRM1_NR_038366	0.050049327	0.055707587	0.004463406	0.946733973	0.999752564	NR_038366	HOTAIRM1
NPTN_NM_001161363	0.019841805	6.097487537	0.004456818	0.946773244	0.999752564	NM_001161363	NPTN
SAP30L_NM_001131062	-0.02332397	4.073052921	0.004454385	0.94678775	0.999752564	NM_001131062	SAP30L
NAF1_NM_001128931	-0.033422274	1.823978032	0.004452017	0.946801879	0.999752564	NM_001128931	NAF1
KAT5_NM_001206833	0.021027243	4.505991105	0.004446101	0.946837182	0.999752564	NM_001206833	KAT5
CLINT1_NM_001195556	0.019948788	5.28271431	0.004440919	0.946868127	0.999752564	NM_001195556	CLINT1
